[rosmaster.main][INFO] 2026-08-30 17:29:54,725: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2026-08-30 17:29:54,729: Starting ROS Master Node
[rosmaster.master][INFO] 2026-08-30 17:29:55,049: +PARAM [/camera_calib/camera/width] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,049: +PARAM [/camera_calib/camera/height] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,049: +PARAM [/camera_calib/camera/intrinsic/fx] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,049: +PARAM [/camera_calib/camera/intrinsic/fy] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,050: +PARAM [/camera_calib/camera/intrinsic/cx] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,050: +PARAM [/camera_calib/camera/intrinsic/cy] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,050: +PARAM [/camera_calib/camera/intrinsic/fov] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,051: +PARAM [/camera_calib/camera/distortion/model] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,051: +PARAM [/camera_calib/camera/distortion/coefficients/k1] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,051: +PARAM [/camera_calib/camera/distortion/coefficients/k2] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,052: +PARAM [/camera_calib/camera/distortion/coefficients/p1] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,052: +PARAM [/camera_calib/camera/distortion/coefficients/p2] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,052: +PARAM [/camera_calib/camera/distortion/coefficients/k3] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,052: +PARAM [/camera_calib/camera/projection/P] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,052: +PARAM [/camera_calib/camera/rectification/R] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,053: +PARAM [/camera_calib/camera/extrinsic/translation] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,053: +PARAM [/camera_calib/camera/extrinsic/rotation] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,054: +PARAM [/camera_calib/camera/extrinsic/rotation_matrix] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,055: +PARAM [/camera_calib/camera/calibration/date] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,055: +PARAM [/camera_calib/camera/calibration/method] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,056: +PARAM [/camera_calib/camera/calibration/reprojection_error] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,056: +PARAM [/camera_calib/camera/calibration/status] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,056: +PARAM [/camera_calib/image_processing/preprocessing/resize] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,057: +PARAM [/camera_calib/image_processing/preprocessing/normalize] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,057: +PARAM [/camera_calib/image_processing/preprocessing/mean] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,057: +PARAM [/camera_calib/image_processing/preprocessing/std] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,057: +PARAM [/camera_calib/image_processing/color_space] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,058: +PARAM [/camera_calib/image_processing/roi/enabled] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,058: +PARAM [/camera_calib/image_processing/roi/x] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,070: +PARAM [/camera_calib/image_processing/roi/y] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,071: +PARAM [/camera_calib/image_processing/roi/width] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,071: +PARAM [/camera_calib/image_processing/roi/height] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,071: +PARAM [/camera_calib/image_processing/augmentation/horizontal_flip] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,072: +PARAM [/camera_calib/image_processing/augmentation/rotation] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,072: +PARAM [/camera_calib/image_processing/augmentation/scale] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,073: +PARAM [/camera_calib/image_processing/augmentation/brightness] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,073: +PARAM [/camera_calib/stereo/enabled] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,074: +PARAM [/camera_calib/stereo/baseline] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,074: +PARAM [/camera_calib/stereo/depth/min_distance] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,074: +PARAM [/camera_calib/stereo/depth/max_distance] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,074: +PARAM [/camera_calib/stereo/depth/disparity_range] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,075: +PARAM [/camera_calib/stereo/matching/algorithm] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,075: +PARAM [/camera_calib/stereo/matching/num_disparities] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,075: +PARAM [/camera_calib/stereo/matching/block_size] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,075: +PARAM [/camera_calib/stereo/matching/p1] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,075: +PARAM [/camera_calib/stereo/matching/p2] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,076: +PARAM [/flight_control/pid/position/x/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,076: +PARAM [/flight_control/pid/position/x/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,076: +PARAM [/flight_control/pid/position/x/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,076: +PARAM [/flight_control/pid/position/x/integral_clamp] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,077: +PARAM [/flight_control/pid/position/y/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,077: +PARAM [/flight_control/pid/position/y/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,081: +PARAM [/flight_control/pid/position/y/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,081: +PARAM [/flight_control/pid/position/y/integral_clamp] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,081: +PARAM [/flight_control/pid/position/z/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,082: +PARAM [/flight_control/pid/position/z/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,082: +PARAM [/flight_control/pid/position/z/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,083: +PARAM [/flight_control/pid/position/z/integral_clamp] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,084: +PARAM [/flight_control/pid/velocity/x/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,084: +PARAM [/flight_control/pid/velocity/x/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,084: +PARAM [/flight_control/pid/velocity/x/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,085: +PARAM [/flight_control/pid/velocity/y/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,085: +PARAM [/flight_control/pid/velocity/y/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,085: +PARAM [/flight_control/pid/velocity/y/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,086: +PARAM [/flight_control/pid/velocity/z/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,087: +PARAM [/flight_control/pid/velocity/z/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,088: +PARAM [/flight_control/pid/velocity/z/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,088: +PARAM [/flight_control/pid/attitude/roll/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,089: +PARAM [/flight_control/pid/attitude/roll/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,089: +PARAM [/flight_control/pid/attitude/roll/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,089: +PARAM [/flight_control/pid/attitude/pitch/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,089: +PARAM [/flight_control/pid/attitude/pitch/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,089: +PARAM [/flight_control/pid/attitude/pitch/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,090: +PARAM [/flight_control/pid/attitude/yaw/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,090: +PARAM [/flight_control/pid/attitude/yaw/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,090: +PARAM [/flight_control/pid/attitude/yaw/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,091: +PARAM [/flight_control/pid/rate/roll/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,092: +PARAM [/flight_control/pid/rate/roll/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,093: +PARAM [/flight_control/pid/rate/roll/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,094: +PARAM [/flight_control/pid/rate/pitch/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,094: +PARAM [/flight_control/pid/rate/pitch/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,094: +PARAM [/flight_control/pid/rate/pitch/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,094: +PARAM [/flight_control/pid/rate/yaw/p] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,095: +PARAM [/flight_control/pid/rate/yaw/i] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,095: +PARAM [/flight_control/pid/rate/yaw/d] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,095: +PARAM [/flight_control/dynamics/constraints/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,096: +PARAM [/flight_control/dynamics/constraints/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,096: +PARAM [/flight_control/dynamics/constraints/max_yaw_rate] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,096: +PARAM [/flight_control/dynamics/safety_margins/min_altitude] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,098: +PARAM [/flight_control/dynamics/safety_margins/max_altitude] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,099: +PARAM [/flight_control/dynamics/safety_margins/max_tilt] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,099: +PARAM [/flight_control/dynamics/safety_margins/max_rotation_rate] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,100: +PARAM [/flight_control/dynamics/vehicle/mass] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,101: +PARAM [/flight_control/dynamics/vehicle/moment_of_inertia] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,102: +PARAM [/flight_control/dynamics/vehicle/thrust_to_weight] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,102: +PARAM [/flight_control/dynamics/vehicle/max_thrust] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,103: +PARAM [/flight_control/mission/search_patterns/type] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,103: +PARAM [/flight_control/mission/search_patterns/params/radius] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,103: +PARAM [/flight_control/mission/search_patterns/params/spacing] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,104: +PARAM [/flight_control/mission/search_patterns/params/altitude] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,105: +PARAM [/flight_control/mission/engagement/mode] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,105: +PARAM [/flight_control/mission/engagement/priority_high] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,106: +PARAM [/flight_control/mission/engagement/priority_low] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,106: +PARAM [/flight_control/mission/collision_avoidance/enable] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,107: +PARAM [/flight_control/mission/collision_avoidance/min_distance] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,108: +PARAM [/flight_control/mission/collision_avoidance/safety_margin] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,108: +PARAM [/flight_control/mission/collision_avoidance/avoidance_method] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,109: +PARAM [/flight_control/mission/waypoints/tolerance] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,109: +PARAM [/flight_control/mission/waypoints/loiter_time] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,109: +PARAM [/flight_control/mission/waypoints/approach_speed] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,109: +PARAM [/flight_control/simulation/physics/enable_gravity] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,110: +PARAM [/flight_control/simulation/physics/enable_wind] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,110: +PARAM [/flight_control/simulation/physics/enable_turbulence] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,111: +PARAM [/flight_control/simulation/environment/wind_speed] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,112: +PARAM [/flight_control/simulation/environment/wind_direction] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,112: +PARAM [/flight_control/simulation/environment/turbulence_intensity] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,112: +PARAM [/flight_control/simulation/noise/sensor_noise] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,113: +PARAM [/flight_control/simulation/noise/actuator_noise] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,113: +PARAM [/flight_control/simulation/noise/time_delay] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,114: +PARAM [/flight_control/simulation/speed/simulation_speed] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,114: +PARAM [/flight_control/simulation/speed/real_time_factor] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,115: +PARAM [/kalman_filter/kalman_filter/type] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,116: +PARAM [/kalman_filter/kalman_filter/state_dim] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,116: +PARAM [/kalman_filter/kalman_filter/measurement_dim] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,117: +PARAM [/kalman_filter/kalman_filter/noise/process/position] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,117: +PARAM [/kalman_filter/kalman_filter/noise/process/velocity] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,118: +PARAM [/kalman_filter/kalman_filter/noise/process/acceleration] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,118: +PARAM [/kalman_filter/kalman_filter/noise/measurement/position] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,119: +PARAM [/kalman_filter/kalman_filter/parameters/dt] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,119: +PARAM [/kalman_filter/kalman_filter/parameters/adaptive/enabled] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,119: +PARAM [/kalman_filter/kalman_filter/parameters/adaptive/update_rate] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,120: +PARAM [/kalman_filter/kalman_filter/parameters/adaptive/innovation_threshold] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,120: +PARAM [/kalman_filter/kalman_filter/parameters/outlier_rejection/enabled] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,121: +PARAM [/kalman_filter/kalman_filter/parameters/outlier_rejection/mahalanobis_threshold] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,121: +PARAM [/kalman_filter/kalman_filter/parameters/outlier_rejection/gating] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,121: +PARAM [/kalman_filter/kalman_filter/parameters/initialization/max_measurements] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,122: +PARAM [/kalman_filter/kalman_filter/parameters/initialization/min_velocity_samples] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,122: +PARAM [/kalman_filter/kalman_filter/parameters/convergence/max_iterations] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,123: +PARAM [/kalman_filter/kalman_filter/parameters/convergence/epsilon] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,126: +PARAM [/kalman_filter/kalman_filter/multi_target/enabled] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,127: +PARAM [/kalman_filter/kalman_filter/multi_target/max_targets] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,128: +PARAM [/kalman_filter/kalman_filter/multi_target/association/method] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,128: +PARAM [/kalman_filter/kalman_filter/multi_target/association/gating/enabled] by /roslaunch
[rosmaster.master][INFO] 2026-08-30 17:29:55,128: +PARAM [/kalman_filter/kalman_filter/multi_target/association/gating/gate_size] by /roslaunch
